user_id,month,age,gender,education,occupation,city_tier,monthly_income,housing_rent,groceries,utilities,transport,dining_out,entertainment,healthcare,education_expense,shopping,investments,loan_emi,miscellaneous,total_expenses,monthly_savings,savings_rate,expense_ratio,investment_ratio,has_loan,credit_score,savings_risk,age_group,month_str
USR0922,2023-09-01,32,Female,Bachelor's,Student,Tier 2,22369,5674,11743,713,6728,6497,1390,1034,1690,1798,1303,3834,3016,44117,0,0.0,197.22,5.83,1,409,High Risk,31-40,2023-09
USR0923,2022-09-01,36,Other,Bachelor's,Business Owner,Tier 1,74905,12358,2560,3977,6327,6563,3410,3950,1445,8048,15186,0,3821,52459,7260,9.69,70.03,20.27,0,512,High Risk,31-40,2022-09
USR0924,2024-10-01,45,Male,PhD,Self-Employed,Tier 3,75928,13063,3187,1959,5935,8462,2104,4384,1924,7687,9525,7501,1242,57448,8955,11.79,75.66,12.54,1,542,Medium Risk,41-50,2024-10
USR0925,2023-09-01,59,Other,High School,Freelancer,Tier 3,37694,8545,5133,3586,2790,8596,2236,3587,1364,12436,6582,0,425,48698,0,0.0,129.19,17.46,0,455,High Risk,51-65,2023-09
USR0926,2023-11-01,56,Male,Bachelor's,Self-Employed,Tier 1,57203,19337,5411,3844,7523,3094,1226,4438,1852,11972,6474,0,2178,60875,0,0.0,106.42,11.32,0,534,High Risk,51-65,2023-11
USR0927,2023-12-01,51,Male,Bachelor's,Self-Employed,Tier 2,57261,16524,3689,1062,1865,1815,455,406,1927,4455,3402,0,4177,36375,17484,30.53,63.52,5.94,0,629,Low Risk,51-65,2023-12
USR0928,2022-10-01,52,Male,Master's,Salaried,Tier 1,71559,23151,6407,3312,7844,8639,2618,3734,341,11345,17360,19227,4031,90649,0,0.0,126.68,24.26,1,482,High Risk,51-65,2022-10
USR0929,2022-06-01,26,Female,PhD,Salaried,Tier 2,76806,17150,4423,544,3701,9259,2763,2252,1136,6213,10861,17367,2844,67652,0,0.0,88.08,14.14,1,494,High Risk,22-30,2022-06
USR0930,2023-09-01,35,Male,Bachelor's,Self-Employed,Tier 2,60084,9531,3369,3250,5252,3204,3151,4506,387,4187,1967,13331,2083,52251,5866,9.76,86.96,3.27,1,523,High Risk,31-40,2023-09
USR0931,2024-05-01,32,Female,Master's,Salaried,Tier 1,63634,21945,8007,1133,5702,6225,5531,228,3,14583,6460,4083,740,68180,0,0.0,107.14,10.15,1,461,High Risk,31-40,2024-05
USR0932,2023-09-01,30,Female,Master's,Salaried,Tier 1,81195,12458,8728,1935,1883,5191,469,1413,676,11654,6685,0,845,45252,29258,36.03,55.73,8.23,0,659,Low Risk,22-30,2023-09
USR0933,2023-10-01,55,Female,Bachelor's,Freelancer,Tier 2,46107,15654,10772,1710,2635,9339,5847,387,1662,11638,2467,11671,4926,76241,0,0.0,165.36,5.35,1,421,High Risk,51-65,2023-10
USR0934,2024-11-01,33,Female,Bachelor's,Salaried,Tier 2,52507,11747,2976,2249,5337,624,1127,2060,398,3545,12253,5683,4486,40232,22,0.04,76.62,23.34,1,529,High Risk,31-40,2024-11
USR0935,2022-05-01,56,Male,Bachelor's,Self-Employed,Tier 1,57504,8741,6272,3208,6591,5597,263,2772,1445,9551,12664,7986,1888,54314,0,0.0,94.45,22.02,1,509,High Risk,51-65,2022-05
USR0936,2023-03-01,56,Male,PhD,Self-Employed,Tier 2,63190,18188,8497,3741,3532,5307,4755,4214,410,7216,3146,0,1054,56914,3130,4.95,90.07,4.98,0,554,High Risk,51-65,2023-03
USR0937,2023-07-01,22,Male,High School,Student,Tier 2,20322,7033,2118,3268,4209,2470,5335,4452,6803,2585,1789,2007,604,40884,0,0.0,201.18,8.8,1,359,High Risk,22-30,2023-07
USR0938,2023-04-01,61,Male,Master's,Self-Employed,Tier 3,80676,27681,3542,1093,7114,3262,1242,2327,559,14953,15375,0,3543,65316,0,0.0,80.96,19.06,0,557,High Risk,51-65,2023-04
USR0939,2023-11-01,43,Male,Bachelor's,Salaried,Tier 1,56707,10331,6862,1924,2021,6017,5644,2091,557,7033,2955,6547,2677,51704,2048,3.61,91.18,5.21,1,495,High Risk,41-50,2023-11
USR0940,2022-04-01,50,Male,Master's,Self-Employed,Tier 3,65658,12228,5043,2793,7059,1314,5203,2907,557,3227,9710,10653,719,51703,4245,6.47,78.75,14.79,1,540,High Risk,41-50,2022-04
USR0941,2023-09-01,29,Male,Bachelor's,Business Owner,Tier 2,65955,17353,2972,2426,7718,3601,4388,1941,698,876,11538,5798,3140,50911,3506,5.32,77.19,17.49,1,519,High Risk,22-30,2023-09
USR0942,2023-12-01,32,Other,Bachelor's,Student,Tier 1,26631,7389,2915,1356,2123,2154,5068,2873,1210,7492,4353,0,1607,34187,0,0.0,128.37,16.35,0,462,High Risk,31-40,2023-12
USR0943,2024-02-01,62,Female,Master's,Salaried,Tier 2,62914,18741,8621,2392,1181,631,1009,2013,501,14685,11110,0,1020,50794,1010,1.61,80.74,17.66,0,532,High Risk,51-65,2024-02
USR0944,2022-02-01,58,Male,Master's,Salaried,Tier 2,65001,12103,11629,1051,3634,8922,2241,4527,1655,13163,11484,0,3874,62799,0,0.0,96.61,17.67,0,480,High Risk,51-65,2022-02
USR0945,2022-08-01,35,Female,Master's,Business Owner,Tier 3,78189,26725,2586,542,5708,894,3288,359,643,6200,18859,19249,4730,70924,0,0.0,90.71,24.12,1,487,High Risk,31-40,2022-08
USR0946,2022-09-01,51,Male,High School,Salaried,Tier 1,60857,16902,10542,3388,6320,7819,1846,543,1994,5190,5271,6692,4035,65271,0,0.0,107.25,8.66,1,484,High Risk,51-65,2022-09
USR0947,2022-02-01,56,Male,Master's,Self-Employed,Tier 2,71058,22696,7625,678,3761,4073,5135,404,530,3294,15607,15844,4267,68307,0,0.0,96.13,21.96,1,515,High Risk,51-65,2022-02
USR0948,2023-02-01,42,Female,High School,Salaried,Tier 2,55187,14238,9354,1980,5494,9673,687,3242,952,1565,300,12830,3487,63502,0,0.0,115.07,0.54,1,456,High Risk,41-50,2023-02
USR0949,2023-08-01,58,Female,Bachelor's,Salaried,Tier 3,56084,13059,6591,3082,5196,7606,3281,3085,786,4182,4040,0,2381,49249,2795,4.98,87.81,7.2,0,526,High Risk,51-65,2023-08
USR0950,2022-02-01,26,Male,Bachelor's,Salaried,Tier 1,75716,26155,4562,1106,3919,9624,1947,504,3297,8137,921,0,4914,64165,10630,14.04,84.74,1.22,0,543,Medium Risk,22-30,2022-02
USR0951,2022-04-01,40,Other,Bachelor's,Salaried,Tier 3,56996,15185,8839,1171,2367,6125,948,2917,1767,10699,9279,0,3432,53450,0,0.0,93.78,16.28,0,539,High Risk,31-40,2022-04
USR0952,2024-11-01,35,Female,Bachelor's,Freelancer,Tier 3,30703,9928,10464,3815,4109,5128,4037,4141,41,11893,773,3554,624,57734,0,0.0,188.04,2.52,1,428,High Risk,31-40,2024-11
USR0953,2023-02-01,47,Female,PhD,Student,Tier 1,40667,13853,4927,1426,1699,5560,727,599,603,1551,8598,3282,1751,35978,0,0.0,88.47,21.14,1,479,High Risk,41-50,2023-02
USR0954,2023-09-01,25,Female,High School,Salaried,Tier 3,46161,13159,8195,516,3323,8247,1367,3720,5407,9320,7461,4266,557,58077,0,0.0,125.81,16.16,1,461,High Risk,22-30,2023-09
USR0955,2023-03-01,46,Female,Master's,Business Owner,Tier 3,94908,24655,8276,1635,3448,6769,4849,1185,47,8580,683,12672,3646,75762,18463,19.45,79.83,0.72,1,614,Medium Risk,41-50,2023-03
USR0956,2023-08-01,63,Male,Bachelor's,Salaried,Tier 1,59950,9034,11956,2138,4478,7132,4810,2005,1944,2873,10712,0,1794,48164,1074,1.79,80.34,17.87,0,509,High Risk,51-65,2023-08
USR0957,2022-06-01,46,Male,High School,Self-Employed,Tier 2,52829,8347,6290,3373,4125,7255,3741,2296,1986,14320,11385,0,1210,52943,0,0.0,100.22,21.55,0,484,High Risk,41-50,2022-06
USR0958,2024-04-01,39,Male,High School,Salaried,Tier 2,66212,12591,7882,3094,5078,7089,4672,4501,1817,7262,10943,6548,396,60930,0,0.0,92.02,16.53,1,511,High Risk,31-40,2024-04
USR0959,2022-02-01,61,Male,PhD,Student,Tier 1,27329,5116,8446,1553,6606,6089,3939,1659,1609,8558,208,8005,1233,52813,0,0.0,193.25,0.76,1,420,High Risk,51-65,2022-02
USR0960,2024-04-01,29,Female,Master's,Freelancer,Tier 1,50472,10142,7167,1715,5738,3004,683,1545,6846,6968,10825,0,1061,44869,0,0.0,88.9,21.45,0,482,High Risk,22-30,2024-04
USR0961,2024-10-01,60,Male,PhD,Freelancer,Tier 1,61394,12953,11962,2984,668,3533,651,430,1469,14618,11242,0,548,49816,336,0.55,81.14,18.31,0,511,High Risk,51-65,2024-10
USR0962,2023-02-01,61,Other,PhD,Business Owner,Tier 1,106300,23599,3522,2726,2521,9403,4269,3982,220,4474,10057,30014,3977,88707,7536,7.09,83.45,9.46,1,589,High Risk,51-65,2023-02
USR0963,2022-09-01,35,Female,Bachelor's,Self-Employed,Tier 2,50732,11876,11023,1115,2694,3476,5855,3700,1644,9875,4168,12089,1858,65205,0,0.0,128.53,8.22,1,464,High Risk,31-40,2022-09
USR0964,2023-11-01,53,Female,Bachelor's,Student,Tier 1,18243,3097,2561,3224,938,1971,5394,1082,1670,7159,2188,0,774,27870,0,0.0,152.77,11.99,0,457,High Risk,51-65,2023-11
USR0965,2024-11-01,59,Female,Master's,Freelancer,Tier 3,58825,9322,5540,3181,7531,7095,4597,2973,939,8328,12751,9379,2019,60904,0,0.0,103.53,21.68,1,453,High Risk,51-65,2024-11
USR0966,2023-10-01,54,Female,Bachelor's,Student,Tier 2,18382,5234,3479,3705,3760,1642,5871,2531,342,5341,1158,0,1130,33035,0,0.0,179.71,6.3,0,441,High Risk,51-65,2023-10
USR0967,2022-05-01,44,Male,Bachelor's,Self-Employed,Tier 1,57220,14732,8677,3349,4755,3068,3333,632,1261,9969,1444,16200,4208,70184,0,0.0,122.66,2.52,1,437,High Risk,41-50,2022-05
USR0968,2024-05-01,36,Female,Bachelor's,Salaried,Tier 2,50587,12081,3205,811,5409,2108,1973,1408,154,2451,10934,0,4882,34482,5171,10.22,68.16,21.61,0,507,Medium Risk,31-40,2024-05
USR0969,2024-11-01,54,Male,Bachelor's,Self-Employed,Tier 2,73714,20410,8660,2572,2949,6052,5822,2880,937,4421,484,0,683,55386,17844,24.21,75.14,0.66,0,623,Low Risk,51-65,2024-11
USR0970,2024-10-01,46,Female,Bachelor's,Salaried,Tier 3,52218,16476,10848,2918,5181,2397,1198,2463,840,3924,11892,0,4112,50357,0,0.0,96.44,22.77,0,532,High Risk,41-50,2024-10
USR0971,2022-04-01,38,Male,High School,Self-Employed,Tier 1,45425,10699,2589,1024,1363,2692,2265,3202,1079,7225,3472,0,557,32695,9258,20.38,71.98,7.64,0,565,Low Risk,31-40,2022-04
USR0972,2022-09-01,54,Female,Bachelor's,Self-Employed,Tier 1,55740,15508,6326,3890,5637,1591,597,2612,386,10017,7082,14142,4680,65386,0,0.0,117.31,12.71,1,456,High Risk,51-65,2022-09
USR0973,2023-02-01,23,Female,Bachelor's,Self-Employed,Tier 3,71301,24293,6904,2777,639,1199,5302,2017,6667,1671,2358,4911,453,56833,12110,16.98,79.71,3.31,1,586,Medium Risk,22-30,2023-02
USR0974,2022-05-01,35,Male,Bachelor's,Salaried,Tier 3,52401,16659,11563,3673,5734,4592,2003,817,1932,13008,11819,10758,4194,74933,0,0.0,143.0,22.55,1,447,High Risk,31-40,2022-05
USR0975,2024-03-01,61,Male,Bachelor's,Salaried,Tier 2,78869,18550,8421,1973,4923,2678,2351,4692,1733,4269,14784,8827,1034,59451,4634,5.88,75.38,18.75,1,527,High Risk,51-65,2024-03
USR0976,2022-11-01,61,Other,Master's,Self-Employed,Tier 3,69057,19262,5759,2925,724,1232,2146,2705,1338,10563,15954,0,1390,48044,5059,7.33,69.57,23.1,0,590,High Risk,51-65,2022-11
USR0977,2024-06-01,60,Female,High School,Student,Tier 1,18336,3399,10939,1387,1057,9204,3917,517,37,4131,3131,0,1903,36491,0,0.0,199.01,17.08,0,411,High Risk,51-65,2024-06
USR0978,2024-10-01,27,Female,Bachelor's,Salaried,Tier 2,55122,14447,10655,2424,7082,3187,3615,656,1440,2810,2545,14374,4764,65454,0,0.0,118.74,4.62,1,452,High Risk,22-30,2024-10
USR0979,2023-12-01,27,Female,Master's,Salaried,Tier 1,74569,25820,10945,3774,2073,4256,1594,700,6095,2843,5746,5379,692,64171,4652,6.24,86.06,7.71,1,536,High Risk,22-30,2023-12
USR0980,2023-04-01,24,Male,Bachelor's,Freelancer,Tier 1,42212,10707,7936,3838,6337,6561,4328,4618,6875,3886,5137,0,3609,58695,0,0.0,139.05,12.17,0,458,High Risk,22-30,2023-04
USR0981,2024-06-01,28,Male,Bachelor's,Self-Employed,Tier 3,66133,22189,10774,2507,885,9123,2621,2515,4443,3567,10039,7192,4346,70162,0,0.0,106.09,15.18,1,480,High Risk,22-30,2024-06
USR0982,2023-12-01,29,Male,Master's,Salaried,Tier 1,62231,14404,4205,961,1020,7034,4119,4074,7404,2839,14413,8292,3327,57679,0,0.0,92.69,23.16,1,459,High Risk,22-30,2023-12
USR0983,2022-03-01,63,Female,Bachelor's,Salaried,Tier 2,62094,21718,6114,2912,5872,5885,3283,4974,1365,1183,5960,0,2320,55626,508,0.82,89.58,9.6,0,523,High Risk,51-65,2022-03
USR0984,2024-05-01,36,Male,Master's,Salaried,Tier 3,65557,17427,6027,2651,7263,4994,2988,1203,1476,9567,11522,5436,4065,63097,0,0.0,96.25,17.58,1,488,High Risk,31-40,2024-05
USR0985,2022-12-01,50,Female,Master's,Student,Tier 1,22099,3501,6816,3682,4472,9499,2044,4450,256,1554,5309,3521,251,40046,0,0.0,181.21,24.02,1,420,High Risk,41-50,2022-12
USR0986,2024-03-01,54,Female,Bachelor's,Salaried,Tier 3,68930,18428,9188,927,5717,1779,2004,4396,433,12445,2625,0,461,55778,10527,15.27,80.92,3.81,0,591,Medium Risk,51-65,2024-03
USR0987,2024-05-01,51,Female,Bachelor's,Salaried,Tier 3,67283,13787,4808,968,3334,7038,1089,1266,208,7711,14511,0,3202,43411,9361,13.91,64.52,21.57,0,587,Medium Risk,51-65,2024-05
USR0988,2022-02-01,60,Female,High School,Salaried,Tier 2,64672,10120,5603,1514,3642,2721,2703,4916,1224,14750,6801,3960,2108,53261,4610,7.13,82.36,10.52,1,522,High Risk,51-65,2022-02
USR0989,2024-05-01,48,Other,Bachelor's,Salaried,Tier 1,48760,15318,5913,2104,7194,5664,2093,1828,136,3102,8928,0,3846,47198,0,0.0,96.8,18.31,0,498,High Risk,41-50,2024-05
USR0990,2022-09-01,57,Male,Bachelor's,Freelancer,Tier 1,56513,11593,3419,1369,2333,1354,1866,3434,1663,4514,4147,0,2577,34122,18244,32.28,60.38,7.34,0,635,Low Risk,51-65,2022-09
USR0991,2024-04-01,50,Female,Bachelor's,Salaried,Tier 2,83043,25686,4167,3317,5042,3712,4544,2481,564,7801,6933,23108,3594,84016,0,0.0,101.17,8.35,1,480,High Risk,41-50,2024-04
USR0992,2023-11-01,59,Female,Bachelor's,Salaried,Tier 1,59386,12331,4144,3227,3661,3086,3265,4698,855,848,402,15855,4536,56506,2478,4.17,95.15,0.68,1,447,High Risk,51-65,2023-11
USR0993,2023-01-01,54,Female,Bachelor's,Self-Employed,Tier 1,71161,13439,4167,3352,4001,5340,5275,2598,1417,13006,17281,0,1825,54420,0,0.0,76.47,24.28,0,556,High Risk,51-65,2023-01
USR0994,2022-05-01,58,Female,High School,Salaried,Tier 3,52894,18237,11752,1385,5838,3268,3841,3438,1619,1522,10756,3475,1428,55803,0,0.0,105.5,20.34,1,483,High Risk,51-65,2022-05
USR0995,2024-08-01,48,Male,Bachelor's,Salaried,Tier 1,52020,11565,11368,3108,4702,7728,3275,4554,720,9141,1221,13537,4586,74284,0,0.0,142.8,2.35,1,448,High Risk,41-50,2024-08
USR0996,2024-04-01,54,Male,Bachelor's,Business Owner,Tier 2,77554,20960,11460,1773,1999,3840,1459,3869,844,1003,19378,0,1589,48796,9380,12.09,62.92,24.99,0,603,Medium Risk,51-65,2024-04
USR0997,2023-03-01,25,Female,Master's,Freelancer,Tier 1,63385,17240,7891,830,3463,5759,2420,4915,1637,8777,9587,17469,1687,72088,0,0.0,113.73,15.13,1,461,High Risk,22-30,2023-03
USR0998,2023-12-01,43,Male,High School,Business Owner,Tier 2,65294,17113,8536,2455,1977,7240,5641,1665,35,12014,13935,8350,1116,66142,0,0.0,101.3,21.34,1,470,High Risk,41-50,2023-12
USR0999,2024-08-01,23,Female,Bachelor's,Business Owner,Tier 3,75197,25036,3166,1086,1403,775,2618,2161,7543,14076,1253,0,2341,60205,13739,18.27,80.06,1.67,0,573,Medium Risk,22-30,2024-08
USR1000,2023-09-01,31,Female,PhD,Freelancer,Tier 1,66748,19015,5575,700,2131,7698,5867,1075,26,1022,6498,10056,910,54075,6175,9.25,81.01,9.74,1,535,High Risk,31-40,2023-09
USR1001,2022-05-01,26,Male,High School,Salaried,Tier 1,55024,12696,4841,953,4486,4363,3038,4269,3107,11843,9211,11473,2086,63155,0,0.0,114.78,16.74,1,435,High Risk,22-30,2022-05
USR1002,2024-12-01,31,Female,Bachelor's,Freelancer,Tier 2,52676,16986,3870,1325,7187,1214,2996,4101,17,12384,1401,8219,2416,60715,0,0.0,115.26,2.66,1,449,High Risk,31-40,2024-12
USR1003,2024-04-01,54,Male,High School,Business Owner,Tier 2,73902,13761,4886,610,5745,6554,986,742,629,3008,9032,11596,1520,50037,14833,20.07,67.71,12.22,1,576,Low Risk,51-65,2024-04
USR1004,2024-08-01,59,Female,Bachelor's,Freelancer,Tier 2,51837,13417,2159,3411,1670,1309,3567,3716,1160,9321,5736,9675,2763,52168,0,0.0,100.64,11.07,1,447,High Risk,51-65,2024-08
USR1005,2023-11-01,34,Female,Bachelor's,Self-Employed,Tier 1,52541,17869,9243,1407,2827,4226,5135,4065,578,517,2837,0,4645,50512,0,0.0,96.14,5.4,0,491,High Risk,31-40,2023-11
USR1006,2023-04-01,52,Female,Bachelor's,Salaried,Tier 1,64853,17839,5763,2272,4619,4478,2647,4748,902,7923,4868,16095,2826,70112,0,0.0,108.11,7.51,1,436,High Risk,51-65,2023-04
USR1007,2022-10-01,57,Male,Bachelor's,Business Owner,Tier 3,72581,22746,3055,2067,5547,9553,3329,4699,1849,1768,17548,15126,600,70339,0,0.0,96.91,24.18,1,506,High Risk,51-65,2022-10
USR1008,2024-05-01,45,Male,Master's,Freelancer,Tier 3,65307,18332,2333,1732,2244,536,2098,1218,974,1676,4712,14526,950,46619,13976,21.4,71.38,7.22,1,550,Low Risk,41-50,2024-05
USR1009,2024-03-01,36,Female,High School,Student,Tier 2,10000,3178,5596,2580,2539,8614,4703,1628,1053,2132,533,1077,2087,35187,0,0.0,351.87,5.33,1,300,High Risk,31-40,2024-03
USR1010,2024-11-01,50,Female,High School,Salaried,Tier 3,64030,21699,9607,1054,619,9146,3784,774,1096,13287,8583,18721,3885,83672,0,0.0,130.68,13.4,1,442,High Risk,41-50,2024-11
USR1011,2023-12-01,29,Female,Master's,Salaried,Tier 2,68131,13938,11083,2403,4357,3808,4359,1658,2354,13245,11428,14651,1618,73474,0,0.0,107.84,16.77,1,475,High Risk,22-30,2023-12
USR1012,2023-11-01,26,Male,Bachelor's,Salaried,Tier 2,64615,11884,3362,606,2175,3155,4149,1699,4916,12461,11712,0,2803,47210,5693,8.81,73.06,18.13,0,522,High Risk,22-30,2023-11
USR1013,2022-03-01,50,Male,Master's,Freelancer,Tier 1,51040,12596,2925,3836,1820,1481,2667,1691,1000,4113,9624,0,3971,36100,5316,10.42,70.73,18.86,0,585,Medium Risk,41-50,2022-03
USR1014,2024-12-01,25,Male,Bachelor's,Salaried,Tier 2,54872,15933,7519,2773,5450,6947,2393,3372,7300,614,505,0,2218,54519,0,0.0,99.36,0.92,0,457,High Risk,22-30,2024-12
USR1015,2023-02-01,33,Female,Master's,Salaried,Tier 2,56041,10952,4443,3034,1515,651,216,2670,1251,9444,5516,0,2236,36412,14113,25.18,64.97,9.84,0,590,Low Risk,31-40,2023-02
USR1016,2022-04-01,23,Male,Bachelor's,Student,Tier 1,14557,2195,5980,2726,7587,9291,3222,3627,5144,13556,2816,2647,1845,57820,0,0.0,397.2,19.34,1,300,High Risk,22-30,2022-04
USR1017,2024-08-01,48,Male,Master's,Salaried,Tier 2,67408,14734,9260,3793,7749,6148,5193,2715,990,7090,15248,0,3687,61359,0,0.0,91.03,22.62,0,506,High Risk,41-50,2024-08
USR1018,2023-08-01,52,Female,PhD,Business Owner,Tier 3,95695,32897,3419,1893,5043,2011,5311,3751,272,2900,14406,0,1013,58510,22779,23.8,61.14,15.05,0,640,Low Risk,51-65,2023-08
USR1019,2023-05-01,57,Male,Bachelor's,Salaried,Tier 2,71083,20542,2059,3184,6531,2758,1466,4406,1781,7268,929,0,4933,54928,15226,21.42,77.27,1.31,0,580,Low Risk,51-65,2023-05
USR1020,2024-05-01,57,Other,High School,Business Owner,Tier 2,68433,15757,4524,3335,2243,731,678,2400,1460,10562,6785,19602,3369,64661,0,0.0,94.49,9.91,1,521,High Risk,51-65,2024-05
USR1021,2024-08-01,47,Female,Bachelor's,Self-Employed,Tier 3,48944,9226,5797,666,5591,3242,4496,3164,901,3088,908,5934,1223,43328,4708,9.62,88.53,1.86,1,481,High Risk,41-50,2024-08
USR1022,2022-04-01,64,Female,High School,Business Owner,Tier 1,60458,13374,3578,3210,2442,8341,4177,3513,38,821,11313,5374,1709,46577,2568,4.25,77.04,18.71,1,457,High Risk,51-65,2022-04
USR1023,2023-12-01,48,Male,Bachelor's,Student,Tier 2,26840,4937,9201,2847,4041,4962,3744,3127,1944,8126,426,0,2238,45167,0,0.0,168.28,1.59,0,416,High Risk,41-50,2023-12
USR1024,2022-02-01,26,Male,Bachelor's,Salaried,Tier 3,74065,12684,2707,1904,1946,8249,4474,881,3501,14760,3439,9300,1593,61999,8627,11.65,83.71,4.64,1,544,Medium Risk,22-30,2022-02
USR1025,2023-02-01,41,Female,Bachelor's,Salaried,Tier 2,73130,24231,10165,2582,4116,1071,4748,478,425,13013,7623,0,2546,63375,2132,2.92,86.66,10.42,0,536,High Risk,41-50,2023-02
USR1026,2024-10-01,32,Female,Bachelor's,Salaried,Tier 1,68679,24005,7277,2954,7691,1702,685,4658,314,12519,7943,0,1055,62860,0,0.0,91.53,11.57,0,537,High Risk,31-40,2024-10
USR1027,2022-02-01,31,Female,Bachelor's,Freelancer,Tier 1,53108,9709,3780,2025,5680,9731,4288,1848,613,13148,5396,9959,1366,62147,0,0.0,117.02,10.16,1,474,High Risk,31-40,2022-02
USR1028,2024-12-01,61,Male,Bachelor's,Business Owner,Tier 3,93580,15057,4413,813,4394,7109,4873,4896,1829,14342,10841,13716,2954,74396,8343,8.92,79.5,11.58,1,537,High Risk,51-65,2024-12
USR1029,2022-06-01,59,Female,High School,Self-Employed,Tier 2,50656,10938,9750,1315,2224,670,537,1358,1532,1333,9032,0,1865,31522,10102,19.94,62.23,17.83,0,569,Medium Risk,51-65,2022-06
USR1030,2024-12-01,27,Female,High School,Self-Employed,Tier 3,53169,12884,4161,1242,6727,5651,1060,2541,1591,12899,4908,8411,4238,61405,0,0.0,115.49,9.23,1,457,High Risk,22-30,2024-12
USR1031,2023-10-01,29,Female,High School,Salaried,Tier 2,52433,10012,10800,3274,2772,6906,2203,1718,2815,8903,7180,0,2172,51575,0,0.0,98.36,13.69,0,540,High Risk,22-30,2023-10
USR1032,2022-05-01,44,Female,Bachelor's,Business Owner,Tier 2,69103,14531,2308,1325,4562,688,1671,2038,156,9948,5240,0,3887,41114,22749,32.92,59.5,7.58,0,651,Low Risk,41-50,2022-05
USR1033,2023-10-01,47,Female,Bachelor's,Student,Tier 3,17529,3333,7439,1624,4781,5178,2242,1070,871,13735,1549,5211,1316,46800,0,0.0,266.99,8.84,1,391,High Risk,41-50,2023-10
USR1034,2022-11-01,64,Female,Bachelor's,Salaried,Tier 2,62926,19183,6307,1068,7018,7645,3628,3477,776,658,9655,0,3568,53328,0,0.0,84.75,15.34,0,537,High Risk,51-65,2022-11
USR1035,2024-07-01,33,Male,Bachelor's,Self-Employed,Tier 2,56486,16523,4364,1738,571,6427,3320,1541,256,3119,6926,14606,4742,57207,0,0.0,101.28,12.26,1,474,High Risk,31-40,2024-07
USR1036,2024-05-01,47,Female,Master's,Salaried,Tier 2,85410,23657,2184,2458,4669,1099,1719,2506,1999,14696,15438,12429,933,68349,1623,1.9,80.02,18.08,1,500,High Risk,41-50,2024-05
USR1037,2024-09-01,34,Male,High School,Self-Employed,Tier 3,48650,11065,7324,3123,6516,5801,901,1371,1893,1847,6817,9667,3983,53491,0,0.0,109.95,14.01,1,467,High Risk,31-40,2024-09
USR1038,2023-10-01,61,Male,Bachelor's,Self-Employed,Tier 2,65430,21710,7483,2609,5960,4076,4588,4272,854,3664,13144,9406,3121,67743,0,0.0,103.54,20.09,1,482,High Risk,51-65,2023-10
USR1039,2024-03-01,39,Male,Master's,Salaried,Tier 2,66519,22876,2245,868,2700,9645,4235,1328,634,14059,7373,9996,3529,72115,0,0.0,108.41,11.08,1,480,High Risk,31-40,2024-03
USR1040,2022-08-01,46,Male,Master's,Salaried,Tier 1,67506,12470,10430,1891,2643,5693,3944,3827,455,7313,8286,6056,4817,59539,0,0.0,88.2,12.27,1,489,High Risk,41-50,2022-08
USR1041,2022-06-01,54,Male,PhD,Salaried,Tier 3,66367,12915,10183,593,7088,2370,1373,4199,46,11904,11115,0,1906,52577,2675,4.03,79.22,16.75,0,497,High Risk,51-65,2022-06
USR1042,2024-01-01,61,Male,High School,Self-Employed,Tier 1,42061,10730,7924,3531,4257,4761,1805,4087,1355,1410,2326,7851,3698,51409,0,0.0,122.22,5.53,1,476,High Risk,51-65,2024-01
USR1043,2024-10-01,64,Female,High School,Self-Employed,Tier 2,52215,8785,2519,3597,3681,2524,5864,1484,9,7666,5037,0,1324,37453,9725,18.62,71.73,9.65,0,571,Medium Risk,51-65,2024-10
USR1044,2022-09-01,33,Female,Master's,Salaried,Tier 2,70060,16624,5907,1958,1981,5994,2079,770,143,2951,10944,0,4917,43324,15792,22.54,61.84,15.62,0,578,Low Risk,31-40,2022-09
USR1045,2024-12-01,57,Male,Bachelor's,Freelancer,Tier 2,55543,14794,2276,3692,3375,9332,5317,3064,1454,12495,400,16289,2058,74146,0,0.0,133.49,0.72,1,468,High Risk,51-65,2024-12
USR1046,2024-07-01,25,Female,Bachelor's,Freelancer,Tier 2,49450,12580,7101,2597,7718,5953,5579,4184,7959,903,5402,11304,2491,68369,0,0.0,138.26,10.92,1,433,High Risk,22-30,2024-07
USR1047,2023-07-01,26,Female,Master's,Salaried,Tier 1,67180,14523,10797,3430,7020,2327,3593,3341,2414,10533,10057,11437,2713,72128,0,0.0,107.37,14.97,1,494,High Risk,22-30,2023-07
USR1048,2022-01-01,58,Male,Master's,Salaried,Tier 2,87186,22536,6573,1263,5360,5202,2324,2177,486,11340,21085,0,3715,60976,5125,5.88,69.94,24.18,0,587,High Risk,51-65,2022-01
USR1049,2023-12-01,29,Male,PhD,Freelancer,Tier 3,61248,20932,6603,2583,4579,1039,5429,646,6459,2190,13428,11871,2200,64531,0,0.0,105.36,21.92,1,498,High Risk,22-30,2023-12
USR1050,2024-10-01,63,Female,PhD,Student,Tier 3,46304,8853,6053,1933,1596,7702,5191,1480,1610,3985,3249,3878,1997,44278,0,0.0,95.62,7.02,1,465,High Risk,51-65,2024-10
